"Leading University
Department of Computer Science & Engineering
Class Routine, Spring-2024",,,,,,,,,,6-Jun-2024
SUNDAY,Batch,Section,08:55-9:45AM,9:50-10:40AM,10:45-11:35AM,11:40-12:30PM,12:35-1:25PM,1:30-2:10PM,2:15-3:05PM,3:10-4:00PM
,63,A,,,,,,,,
,63,B,,,,,,,,
,63,C,,,,,,,,
,63,D,,,MAT-1151 (D) AMH RKB-406,MAT-1151 (D) AMH RKB-406,,CSE-1102 (D) NJN ACL-2,CSE-1102 (D) NJN ACL-2,
,63,E,,,GED-1131 (E) G2,GED-1131 (E) G2,,,GED-1145 (E) G2,GED-1145 (E) G2
,63,F,GED-1131 (F) G2,GED-1131 (F) G2,GED-1122 (F) NJN GL,GED-1122 (F) NJN GL,,,GED-1145 (F) G3,GED-1145 (F) G3
,62,A,GED-1231 (A) ***' RKB-406,GED-1231 (A) ***' RKB-406,EEE-1222 (A) IAC ECL,EEE-1222 (A) IAC ECL,,,EEE-1221 (A) IAC RKB-103,EEE-1221 (A) IAC RKB-103
,62,B,PHY-1272 (B) NP-1 Phy.L,PHY-1272 (B) NP-1 Phy.L,PHY-1272 (B) NP-1 Phy.L,CSE-1211 (B) MJR RAB-309,CSE-1212 (B) MJR ACL-3,CSE-1212 (B) MJR ACL-3,,
,62,C,CSE-1212 (C) MJR ACL-3,CSE-1212 (C) MJR ACL-3,CSE-1211 (C) MJR RKB-404,,EEE-1221 (C) STH RKB-103,EEE-1222 (C) STH RKB-103,,
,62,D,,,,,,,,
,62,E,,,,,,,,
,62,F,,,,,,,,
,62,G,,,,,,,,
,62,H,,,,,MAT-1251 (H) ABR G2,PHY-1272 (H) NP-2 Phy.L,PHY-1272 (H) NP-2 Phy.L,PHY-1272 (H) NP-2 Phy.L
,62,I,,,,,,,,
,61,A,GED-2181 (A) G3,GED-2181 (A) G3,MAT-2151 (A) SAB RAB-306,,GED-2192 (A) RAB111,GED-2192 (A) RAB-111,,
,61,B,GED-1161 (B) RAB-401,GED-1161 (B) RAB-401,GED-2192 (B) RAB-111,GED-2192 (B) RAB-111,GED-2181 (B) G3,GED-2181 (B) G3,,
,61,C,GED-2192 (C) RAB-111,GED-2192 (C) RAB-111,GED-2181 (C) G3,GED-2181 (C) G3,MAT-2151 (C) SAB RAB-306,,,
,61,D,EEE-2122 (D) SHD ECL,EEE-2122 (D) SHD ECL,,,EEE-2121 (D) FTI RKB-404,EEE-2121 (D) FTI RKB-404,GED-2181 (D) RAB-111,GED-2181 (D) RAB-111
,61,E,CSE-2112 (E) SAZ ACL-1,CSE-2112 (E) SAZ ACL-1,CSE-2111 (E) SAZ RKB-307,MAT-2151 (E) SAB RAB-306,,,,
,60,A,CSE-2231 RLP *** RAB-302,CSE-2231 RLP RAB-302,CSE-2221 (A) RMS RAB-304,CSE-2221 (A) RMS RAB-304,CSE-2211 (A) N1 RAB-304,,,
,60,B,CSE-2212 (B) N1 NL,CSE-2212 (B) N1 NL,,CSE-2201 (B) ASD RKB-106,CSE-2201 (B) ASD RKB-106,,CSE-2231 RLP RAB-302,CSE-2231 RLP RAB-302
,60,C,CSE-2201 (C) ASD GL,CSE-2201 (C) ASD GL,CSE-2231 RLP RAB-302,CSE-2231 RLP RAB-302,,CSE-2221 (C) NAC RKB-106,CSE-2221 (C) NAC RKB-106,CSE-2222 (C) AHQ RAB-206
,60,D,MAT-2251 (D) SDR RKB-103,MAT-2251 (D) SDR RKB-103,,CSE-2211 (D) SAZ RKB-404,CSE-2231 RLP RAB-302,CSE-2231 RLP RAB-302,CSE-2212 (D) SAZ ACL-1,CSE-2212 (D) SAZ ACL-1
,60,E,,,,,,,,
,60,F,,,,,,,,
,59,A,GED-1261 (A) RKB-403,GED-1261 (A) RKB-403,CSE-3116 SMD ACL-1,CSE-3116 SMD ACL-1,CSE-3115 SMD RAB-206,,CSE-3114 (A) SKB NL,CSE-3114 (A) SKB NL
,59,B,CSE-3113 (B) SKB RAB-306,CSE-3113 (B) SKB RAB-306,CSE-3114 (B) SKB ACL-2,,GED-1261 (B) RKB-403,GED-1261 (B) RKB-403,CSE-3115(B) SMD RAB-306,CSE-3116 SMD ACL-2
,59,C,CSE-3121 (C) NAC RKB-106,CSE-3121 (C) NAC RKB-106,GED-1261 (C) RKB-403,GED-1261 (C) RKB-403,,CSE-3114 (C) RIR NL,CSE-3113 (C) RIR RAB-304,CSE-3113 (C) RIR RAB-304
,59,D,CSE-3113 (D) RIR RAB-304,CSE-3113 (D) RIR RAB-304,CSE-3114 (D) RIR NL,,CSE-3116 (D) RWA ACL-1,CSE-3116 (D) RWA ACL-1,CSE-3121 (D) PRP RAB-109,
,59,E,CSE-3116 (E) ZMM ACL-2,CSE-3116 (E) ZMM ACL-2,CSE-3111 (E) JIM RKB-304,CSE-3112 (E) JIM ACL-2,CSE-3112 (E) JIM ACL-2,,CSE-3115 (E) ZMM RAB-309,CSE-3115 (E) ZMM RAB-309
,58,A,CSE-3317 (A) NJN RKB-307,CSE-3317 (A) NJN RKB-307,CSE-3115 (A) AHQ RKB-106,CSE-3111 (A) ZMM RAB-109,,,,
,58,B+C,,,CSE-3111 (B+C) PRP RKB-103,CSE-3111 (B+C) PRP RKB-103,CSE-3115 (B+C) AHQ RAB-309,,,
,57,A+B,CSE 3213 MSR RAB 309,CSE 3213 MSR RAB 309,EEE 4128 SHD ACL 3,EEE 4128 SHD ACL 3,,CSE 3227 ASD RAB 309,EEE 4127 SHD RAB 202,EEE 4127 SHD RAB 202
,56,,,,CSE-4113 EBH RAB-309,CSE-4114 EBH NL,CSE-4114 EBH NL,,,
,55+54,,,,,,,,,
,BUS TIME,,8:00 AM,9:00 AM,10:00 AM,11:00 AM,12:00 PM,,,
,STUDENT NO.,,750,400,150,100,100,,,
,,,,,,,,,,
,,,NAC,NAC,PRP,PRP,RWA,RWA,,
