"Leading University
Department of Computer Science & Engineering
Class Routine, Spring-2024",,,,,,,,,,12-Jun-2024
WEDNESDAY,Batch,Section,08:55-9:45AM,9:50-10:40AM,10:45-11:35AM,11:40-12:30PM,12:35-1:25PM,1:30-2:10PM,2:15-3:05PM,3:10-4:00PM
,63,A,,,CSE-1151 (A) STA RAB-304,CSE-1151 (A) STA RAB-304,MAT-1151 (A) ABR GL,,,
,63,B,CSE-1102 (B) EBH ACL-2,CSE-1102 (B) EBH ACL-2,MAT-1151 (B) ABR RAB-309,MAT-1151 (B) ABR RAB-309,,,CSE-1151 (B) STA RAB-304,CSE-1151 (B) STA RAB-304
,63,C,CSE-1151 (C) STA RAB-304,CSE-1151 (C) STA RAB-304,GED-1122 (C) AHQ GL,GED-1122 (C) AHQ GL,,GED-1262 (C) ACL-3,GED-1145 (C) G2,GED-1145 (C) G2
,63,D,,,,,,,,
,63,E,,,,,,,,
,63,F,,,,,,,,
,62,A,,,,,,,,
,62,B,EEE-1221 (B) IAC RKB-406,EEE-1221 (B) IAC RKB-406,,,EEE-1222 (B) IAC ECL,EEE-1222 (B) IAC ECL,,EEE-1222 (B) IAC RKB-104
,62,C,CSE-1211 (C) MJR RAB-306,CSE-1211 (C) MJR RAB-306,CSE-1212 (C) MJR ACL-3,,EEE-1221 (C) STH RAB-309,EEE-1221 (C) STH RAB-309,EEE-1222 (C) STH ECL,EEE-1222 (C) STH ECL
,62,D,EEE-1221 (D) AFB RAB-206,EEE-1221 (D) AFB RAB-206,MAT-1251 (D) KJH RKB-106,,CSE-1212 (D) MJR NL,,,
,62,E,CSE-1211 (E) DCP RKB-103,CSE-1211 (E) DCP RKB-103,CSE-1212 (E) DCP ACL-1,MAT-1251 (E) KJH RAB-206,,PHY-1272 (E) MRI Phy.L,PHY-1272 (E) MRI Phy.L,PHY-1272 (E) MRI Phy.L
,62,F,MAT-1251 (F) KJH RAB-309,MAT-1251 (F) KJH RAB-309,,CSE-1211 (F) DCP RKB-106,CSE-1211 (F) DCP RKB-106,,,CSE-1212 (F) DCP ACL-1
,62,G,CSE-1212 (G) SAZ ACL-3,CSE-1212 (G) SAZ ACL-3,,CSE-1211 (G) SAZ RAB-202,CSE-1211 (G) SAZ RAB-202,,MAT-1251 (G) KJH RAB-309,MAT-1251 (G) KJH RAB-309
,62,H,,,,,,,,
,62,I,PHY-1272 (I) NP-3 Phy.L,PHY-1272 (I) NP-3 Phy.L,PHY-1272 (I) NP-3 Phy.L,,GED-1171 (I) *** RKB-405,GED-1171 (I) *** RKB-405,MAT-1251 (I) ABR RAB-112,
,61,A,,,,,,,,
,61,B,EEE-2122 (B) KLK ECL,EEE-2122 (B) KLK ECL,CSE-2111 (B) PRB RKB-103,CSE-2111 (B) PRB RKB-103,CSE-2112 (B) PRB ACL-1,,MAT-2151 (B) SAB RAB-302,MAT-2151 (B) SAB RAB-302
,61,C,CSE-2112 (C) PRB ACL-1,CSE-2112 (C) PRB ACL-1,EEE-2122 (C) KLK ECL,EEE-2122 (C) KLK ECL,,EEE-2121 (C) KLK RKB-103,EEE-2121 (C) KLK RKB-103,CSE-2111 (C) PRB RKB-103
,61,D,,,,,,,,
,61,E,,,,,,,,
,60,A,GED-3211 (A) G3,GED-3211 (A) G3,CSE-2221 (A) RMS RAB-302,CSE-2212 (A) N1 NL,,,CSE-2211 (A) N1 RAB-109,CSE-2211 (A) N1 RAB-109
,60,B,CSE-2211 (B) N1 RKB-307,,CSE-2212 (B) N1 NL,CSE-2201 (B) ASD RKB-404,CSE-2221 (B) AFZ RAB-302,,GED-3211 (B) RKB-402,GED-3211 (B) RKB-402
,60,C,CSE-2201 (C) ASD RKB-405,,,,GED-3211 (C) G3,GED-3211 (C) G3,CSE-2211 (C) SAZ ACL-2,CSE-2212 (C) SAZ ACL-2
